Month,Year,Region,Volume
Jun,2017,Philadelphia,83.95199
Sep,2016,BaltimoreWashington,83.86268
May,2019,Denver,83.862
Jun,2016,WestTexNewMexico,83.75667
Mar,2019,Charlotte,83.61839
Feb,2017,SanFrancisco,83.16005
Feb,2015,BaltimoreWashington,83.0834
May,2015,BaltimoreWashington,83.04927
Sep,2017,Detroit,82.9808
Feb,2017,LasVegas,82.97407
Oct,2017,Portland,82.90236
Oct,2017,HartfordSpringfield,82.88528
Dec,2016,DallasFtWorth,82.8382
Feb,2017,DallasFtWorth,82.75757
Apr,2017,HartfordSpringfield,82.6593
Jan,2018,HarrisburgScranton,82.6008
Aug,2017,DallasFtWorth,82.45269
Feb,2019,Richmond/Norfolk,82.39941
Oct,2015,Chicago,82.38726
Jun,2017,NorthernNewEngland,82.31403
Nov,2016,Detroit,82.19472
Jul,2015,SanFrancisco,81.96023
Mar,2015,Sacramento,81.93194
Sep,2017,Houston,81.32776
Jun,2017,Detroit,81.31499
Apr,2015,NewYork,81.01843
Jan,2017,WestTexNewMexico,80.9675
Jul,2016,Atlanta,80.52313
Mar,2018,HarrisburgScranton,80.45823
Oct,2016,SanFrancisco,80.2641
Sep,2016,Denver,80.13269
Nov,2015,SanFrancisco,80.12176
Mar,2019,Buffalo/Rochester,80.12084
Aug,2017,Denver,80.05525
May,2016,CincinnatiDayton,79.70607
Jan,2019,South Carolina,79.69828
Mar,2017,Columbus,79.68483
May,2016,Boston,79.58557
Nov,2016,Denver,79.54052
Jul,2017,SanDiego,79.44675
May,2017,NorthernNewEngland,79.40543
Sep,2016,Detroit,79.27154
Aug,2015,NewYork,79.16774
Apr,2016,PhoenixTucson,79.09501
Oct,2016,CincinnatiDayton,78.98908
Mar,2017,Philadelphia,78.95969
Mar,2015,BaltimoreWashington,78.91826
Jun,2016,BaltimoreWashington,78.88001
Jan,2019,Hartford/Springfield,78.84965
Mar,2017,Atlanta,78.81936
Jun,2016,CincinnatiDayton,78.74203
Jan,2017,Boston,78.6936
Aug,2017,Portland,78.30991
Mar,2018,Columbus,77.99745
Mar,2018,Atlanta,77.85675
Mar,2017,SanFrancisco,77.76212
Feb,2017,HartfordSpringfield,77.66696
Jun,2016,SanDiego,77.38125
Mar,2018,NorthernNewEngland,77.33087
Apr,2016,Nashville,77.14617
Apr,2016,SanDiego,77.13807
Dec,2017,WestTexNewMexico,77.06071
Mar,2017,LasVegas,76.92877
Aug,2017,SanFrancisco,76.50077
Apr,2017,SanDiego,76.37229
Feb,2019,San Diego,76.094
Mar,2018,BuffaloRochester,75.64256
Mar,2019,Sacramento,75.63921
Sep,2016,CincinnatiDayton,75.59421
May,2015,CincinnatiDayton,75.35392
Aug,2015,SanFrancisco,75.10302
Nov,2017,DallasFtWorth,75.08014
May,2017,Atlanta,75.05623
Mar,2015,Chicago,75.01043
Feb,2017,BaltimoreWashington,74.96767
Mar,2017,BaltimoreWashington,74.80837
Jan,2018,SanDiego,74.77268
Aug,2015,DallasFtWorth,74.71088
Jan,2015,BaltimoreWashington,74.59135
Jan,2019,St. Louis,74.4785
Mar,2017,SanDiego,74.40007
Aug,2015,CincinnatiDayton,74.12059
Mar,2016,BaltimoreWashington,74.02994
Feb,2018,SanDiego,74.02014
May,2015,Columbus,73.78122
Mar,2017,PhoenixTucson,73.77922
Nov,2016,SanFrancisco,73.27535
Apr,2017,PhoenixTucson,73.23703
Jan,2017,SanDiego,73.14087
Jun,2016,Houston,73.13097
Jan,2018,Charlotte,73.11854
Jun,2015,Chicago,73.02491
Mar,2017,Boston,73.00733
Nov,2017,SanFrancisco,72.8803
Oct,2017,SouthCarolina,72.75001
Jan,2019,San Diego,72.67575
Sep,2015,Portland,72.4409
Mar,2016,DallasFtWorth,72.15688
Aug,2017,Chicago,71.62089
Oct,2017,RaleighGreensboro,71.54067
Mar,2019,Las Vegas,71.50138
Jan,2019,Detroit,71.26745
Sep,2017,HartfordSpringfield,71.15714
Dec,2017,PhoenixTucson,71.15117
Jun,2015,NewYork,71.14538
May,2015,Sacramento,71.02645
Aug,2016,Denver,71.00842
Feb,2018,PhoenixTucson,70.95803
Jan,2018,SouthCarolina,70.88583
Mar,2016,SanDiego,70.81428
Mar,2016,WestTexNewMexico,70.76147
Feb,2017,Boston,70.72585
Mar,2018,WestTexNewMexico,70.7215
May,2015,WestTexNewMexico,70.57108
May,2017,WestTexNewMexico,70.5267
Jan,2018,RichmondNorfolk,70.34746
Dec,2017,SanDiego,70.23597
Jan,2019,Raleigh/Greensboro,70.09462
Sep,2017,Denver,70.07297
Jul,2017,HartfordSpringfield,70.04222
Jan,2019,Buffalo/Rochester,69.96225
May,2015,PhoenixTucson,69.86455
Nov,2016,CincinnatiDayton,69.77422
Aug,2016,BaltimoreWashington,69.5579
Jul,2017,SouthCarolina,69.23016
Feb,2016,SanDiego,69.13048
Aug,2017,Detroit,69.10352
Feb,2018,WestTexNewMexico,69.07936
Sep,2015,NewYork,68.93451
Oct,2017,RichmondNorfolk,68.92828
Jul,2017,HarrisburgScranton,68.7332
May,2017,CincinnatiDayton,68.58553
Apr,2017,NorthernNewEngland,68.57228
Mar,2019,Pittsburgh,68.52844
Oct,2016,Atlanta,68.34563
Aug,2016,Atlanta,68.27232
Dec,2017,SouthCarolina,68.21133
Sep,2017,Atlanta,68.15101
Dec,2017,Atlanta,67.98727
Dec,2017,HartfordSpringfield,67.96146
Nov,2017,Denver,67.71659
Dec,2016,CincinnatiDayton,67.66105
Nov,2017,Detroit,67.62073
Nov,2017,HarrisburgScranton,67.34181
Oct,2017,Atlanta,67.32161
Apr,2019,Hartford/Springfield,67.26773
May,2017,SanDiego,67.26512
Feb,2019,Raleigh/Greensboro,67.12069
May,2017,Philadelphia,67.08859
Feb,2018,RichmondNorfolk,67.07854
Jul,2016,NorthernNewEngland,66.86434
Apr,2017,LasVegas,66.62306
Aug,2017,NorthernNewEngland,66.45197
Mar,2018,SouthCarolina,66.35152
Jan,2016,DallasFtWorth,66.32184
Aug,2016,Detroit,66.05551
Jan,2018,CincinnatiDayton,65.96802
Jun,2017,SanDiego,65.85931
Oct,2016,RaleighGreensboro,65.80848
Mar,2015,PhoenixTucson,65.80786
Feb,2016,DallasFtWorth,65.72737
Jul,2017,RichmondNorfolk,65.60324
Apr,2016,LasVegas,65.59881
Mar,2017,HartfordSpringfield,65.02954
Dec,2016,SanFrancisco,64.96457
Jan,2018,Atlanta,64.86704
Feb,2018,Detroit,64.8181
Jan,2015,SanDiego,64.78469
Feb,2016,BaltimoreWashington,64.68904
Jun,2017,HartfordSpringfield,64.66136
Mar,2018,PhoenixTucson,64.08846
Jul,2016,PhoenixTucson,64.08556
Mar,2015,CincinnatiDayton,63.93492
Feb,2019,Hartford/Springfield,63.92694
Sep,2016,Boston,63.77494
Jan,2015,Sacramento,63.75268
Oct,2017,Pittsburgh,63.70262
Mar,2018,RichmondNorfolk,63.66735
Feb,2018,SouthCarolina,63.5909
Feb,2019,Atlanta,63.58157
Aug,2016,WestTexNewMexico,63.43049
Nov,2015,NewYork,63.382
Dec,2017,RichmondNorfolk,63.33262
Oct,2017,SanDiego,63.18747
Feb,2017,SanDiego,63.0166
Oct,2017,BuffaloRochester,62.7592
Jan,2016,SanDiego,62.53966
Jul,2016,RaleighGreensboro,62.36293
Apr,2019,Atlanta,62.34401
Aug,2016,SanDiego,62.32797
May,2016,Nashville,62.14165
Apr,2015,PhoenixTucson,62.12089
Jun,2016,Atlanta,62.02636
Sep,2017,NorthernNewEngland,61.82543
Feb,2019,Buffalo/Rochester,61.6436
Jul,2017,SanFrancisco,61.63245
Jan,2018,WestTexNewMexico,61.3496
Oct,2015,SanFrancisco,61.33192
Dec,2016,BaltimoreWashington,61.32742
Apr,2015,CincinnatiDayton,61.29402
Apr,2016,Detroit,61.10104
Jan,2018,HartfordSpringfield,60.93639
Jan,2019,Pittsburgh,60.91097
Jan,2019,Atlanta,60.62083
Jul,2016,SouthCarolina,60.39197
Mar,2017,NorthernNewEngland,60.33324
Feb,2019,Charlotte,60.25422
Apr,2016,CincinnatiDayton,60.23226
May,2015,RaleighGreensboro,60.21142
Mar,2015,SanDiego,60.13932
Mar,2016,CincinnatiDayton,60.09727
Mar,2015,DallasFtWorth,60.08753
Sep,2017,Portland,60.03497
Apr,2017,RichmondNorfolk,59.97768
Feb,2016,WestTexNewMexico,59.96632
Jul,2016,LasVegas,59.87728
Apr,2015,BaltimoreWashington,59.87174
Aug,2017,Atlanta,59.78101
Aug,2015,BaltimoreWashington,59.53281
Jul,2015,CincinnatiDayton,59.37699
Jan,2016,WestTexNewMexico,59.35003
Apr,2016,Houston,59.30287
Aug,2015,Houston,59.21212
Jul,2016,Boston,59.15075
Jan,2017,NorthernNewEngland,59.13123
Apr,2016,Boston,58.76282
Feb,2017,Columbus,58.52673
May,2019,San Diego,58.362
Jan,2019,Las Vegas,58.3151
Oct,2017,CincinnatiDayton,58.26307
Feb,2015,SanDiego,58.21839
May,2019,Philadelphia,58.132
May,2015,RichmondNorfolk,58.09898
Jun,2016,PhoenixTucson,58.01179
Mar,2019,Detroit,57.9816
Mar,2018,Pittsburgh,57.97454
Mar,2015,Atlanta,57.80106
May,2017,Detroit,57.44608
Jan,2017,PhoenixTucson,57.3212
Sep,2015,SanFrancisco,57.30951
Feb,2019,Pittsburgh,57.22861
Aug,2016,RaleighGreensboro,57.1508
Apr,2019,Sacramento,57.12368
Aug,2017,HarrisburgScranton,57.11584
Feb,2019,Sacramento,57.00822
Jan,2016,CincinnatiDayton,56.97308
Feb,2017,Atlanta,56.94738
May,2015,LasVegas,56.91742
Aug,2017,HartfordSpringfield,56.91502
Sep,2016,NorthernNewEngland,56.83822
Dec,2017,RaleighGreensboro,56.81161
Oct,2017,WestTexNewMexico,56.79046
Oct,2016,Columbus,56.77782
Jul,2016,Nashville,56.65235
Dec,2015,SanFrancisco,56.64381
Oct,2015,NewYork,56.63527
Oct,2017,PhoenixTucson,56.53986
Apr,2019,Las Vegas,56.48064
Mar,2018,RaleighGreensboro,56.28599
Apr,2019,Buffalo/Rochester,56.21886
Apr,2019,South Carolina,55.89689
Sep,2016,RaleighGreensboro,55.8005
Jan,2015,NewYork,55.68831
Jan,2018,PhoenixTucson,55.67859
Sep,2017,SouthCarolina,55.62009
Apr,2019,Richmond/Norfolk,55.58368
Jun,2017,SouthCarolina,55.53372
Mar,2017,RichmondNorfolk,55.51882
May,2016,Sacramento,55.46562
Mar,2019,Miami/Ft. Lauderdale,55.41832
Jan,2016,Detroit,55.41457
Jun,2016,LasVegas,55.39029
Mar,2016,Detroit,55.26448
Nov,2015,DallasFtWorth,55.26388
Feb,2019,Las Vegas,55.16921
Apr,2017,Columbus,55.10467
Apr,2019,Harrisburg/Scranton,55.07059
Sep,2017,RichmondNorfolk,55.03451
Feb,2018,RaleighGreensboro,54.89708
May,2015,SanDiego,54.88648
May,2016,Philadelphia,54.79453
Sep,2017,SanDiego,54.78344
Apr,2019,Raleigh/Greensboro,54.68357
Jun,2015,CincinnatiDayton,54.65396
Jan,2019,Charlotte,54.64677
Aug,2017,SouthCarolina,54.57954
Mar,2015,Houston,54.55047
Jan,2015,PhoenixTucson,54.4333
Aug,2016,SouthCarolina,54.42995
Sep,2016,SanDiego,54.25944
Jan,2015,Chicago,54.09029
Apr,2019,Charlotte,53.76824
Feb,2018,Pittsburgh,53.68547
Jan,2016,Philadelphia,53.62632
Apr,2017,Pittsburgh,53.45418
Nov,2017,SouthCarolina,53.33474
Mar,2019,Cincinnati/Dayton,53.30694
Nov,2017,WestTexNewMexico,53.25991
Feb,2018,Atlanta,53.25835
Jul,2017,PhoenixTucson,53.20813
Jun,2015,PhoenixTucson,52.9296
Sep,2015,CincinnatiDayton,52.88308
Aug,2015,WestTexNewMexico,52.87649
Jan,2019,Grand Rapids,52.84263
Mar,2018,Indianapolis,52.8136
May,2017,HartfordSpringfield,52.79493
Sep,2017,RaleighGreensboro,52.7933
Jan,2017,RaleighGreensboro,52.75553
May,2015,Houston,52.53398
Jan,2017,CincinnatiDayton,52.53153
Feb,2016,Houston,52.42957
Dec,2017,CincinnatiDayton,52.27424
Mar,2019,St. Louis,52.23125
Jan,2016,Houston,52.21235
Dec,2017,Pittsburgh,52.17068
Jan,2017,Philadelphia,52.14397
Jan,2017,HartfordSpringfield,52.05712
Nov,2016,BaltimoreWashington,51.99705
Jan,2016,PhoenixTucson,51.91673
Dec,2016,WestTexNewMexico,51.91157
Sep,2017,CincinnatiDayton,51.86137
Nov,2017,SanDiego,51.85931
May,2016,Atlanta,51.82887
Jan,2017,LasVegas,51.59915
May,2015,Detroit,51.52332
Mar,2016,Houston,51.49608
Feb,2019,Detroit,51.48907
Oct,2016,SanDiego,51.43988
Mar,2019,Grand Rapids,51.42936
Apr,2017,Roanoke,51.32546
Feb,2016,CincinnatiDayton,51.10084
Dec,2017,BuffaloRochester,51.09822
Apr,2016,Philadelphia,51.02381
Apr,2017,RaleighGreensboro,51.01727
Dec,2016,Boston,50.98509
Jan,2017,Detroit,50.87994
Aug,2017,SanDiego,50.74491
Oct,2017,Charlotte,50.68518
Oct,2017,Columbus,50.61946
Aug,2017,WestTexNewMexico,50.60427
May,2015,DallasFtWorth,50.59643
Jun,2015,BaltimoreWashington,50.39125
Oct,2016,NorthernNewEngland,50.38541
Sep,2015,DallasFtWorth,50.38498
Mar,2019,Roanoke,50.30987
Jan,2016,NorthernNewEngland,50.27665
Dec,2017,Charlotte,50.24435
Aug,2017,RaleighGreensboro,50.19011
Aug,2015,PhoenixTucson,50.15044
Apr,2015,Houston,49.98029
Jul,2017,LasVegas,49.81399
Jul,2017,RaleighGreensboro,49.68998
Mar,2018,Charlotte,49.59782
Sep,2016,Philadelphia,49.58625
Apr,2017,HarrisburgScranton,49.5008
Jul,2017,Columbus,49.43246
Jun,2015,WestTexNewMexico,49.42666
Jul,2016,Philadelphia,49.37637
May,2016,HartfordSpringfield,49.15815
Apr,2019,Detroit,49.09197
Feb,2015,DallasFtWorth,49.03592
Jul,2015,DallasFtWorth,48.99323
Jul,2015,Detroit,48.93295
May,2016,RichmondNorfolk,48.90754
Mar,2019,Columbus,48.89868
Jan,2016,StLouis,48.85558
Feb,2018,Charlotte,48.85428
Oct,2016,Nashville,48.79459
Jun,2016,Nashville,48.71666
Aug,2015,Detroit,48.63336
Aug,2017,RichmondNorfolk,48.54649
Oct,2016,Charlotte,48.45192
Jul,2017,Nashville,48.42023
May,2019,Raleigh/Greensboro,48.355
Jan,2018,Pittsburgh,48.19375
Jul,2016,Columbus,48.17597
Dec,2016,SanDiego,48.16794
Aug,2017,PhoenixTucson,48.15959
Feb,2017,NorthernNewEngland,48.14034
Jan,2017,Charlotte,48.13204
Apr,2015,WestTexNewMexico,48.11858
Aug,2015,SanDiego,48.11138
Mar,2017,Roanoke,48.06857
Feb,2019,St. Louis,48.01519
Jul,2015,Houston,48.00526
Jun,2017,Nashville,47.84666
May,2019,Charlotte,47.802
Nov,2017,HartfordSpringfield,47.69784
Sep,2017,PhoenixTucson,47.60312
Feb,2018,BuffaloRochester,47.58198
Sep,2015,Houston,47.38271
Apr,2016,NorthernNewEngland,47.36909
Mar,2018,LasVegas,47.24089
Jul,2017,BuffaloRochester,47.23077
Feb,2015,PhoenixTucson,47.14779
Nov,2016,Nashville,47.08294
Jun,2017,WestTexNewMexico,47.05641
Oct,2016,Boston,46.9484
Oct,2017,Roanoke,46.91671
Feb,2018,CincinnatiDayton,46.85985
Jul,2015,NewYork,46.84875
Mar,2016,Philadelphia,46.82103
Jun,2016,Boston,46.80705
Oct,2017,GrandRapids,46.65533
Dec,2016,Detroit,46.61182
Jun,2017,RichmondNorfolk,46.50635
Oct,2016,SouthCarolina,46.42873
Oct,2016,Pittsburgh,46.42208
Jun,2017,Columbus,46.34675
May,2019,Phoenix/Tucson,46.341
Jun,2017,LasVegas,46.25302
Jul,2017,Indianapolis,46.09225
Jul,2017,Pittsburgh,46.04574
Jan,2019,Sacramento,45.97529
Nov,2017,Atlanta,45.93274
Nov,2017,PhoenixTucson,45.93138
Feb,2017,Roanoke,45.90634
Jan,2015,DallasFtWorth,45.90501
Jun,2015,SanDiego,45.81346
Nov,2016,RaleighGreensboro,45.80454
Apr,2019,Grand Rapids,45.68282
Oct,2015,DallasFtWorth,45.66814
Dec,2015,BaltimoreWashington,45.61885
Oct,2016,Roanoke,45.57788
Mar,2016,Boston,45.56577
Jul,2015,SanDiego,45.54799
Mar,2016,NorthernNewEngland,45.36219
Mar,2017,SouthCarolina,45.34546
Feb,2015,Chicago,45.11263
Mar,2019,Orlando,45.07194
Feb,2017,SouthCarolina,45.06508
Mar,2016,PhoenixTucson,45.05983
Nov,2015,Houston,44.86308
Sep,2015,BaltimoreWashington,44.85471
Apr,2015,DallasFtWorth,44.74951
May,2019,Richmond/Norfolk,44.721
Dec,2015,DallasFtWorth,44.67113
Nov,2015,CincinnatiDayton,44.65582
May,2016,SouthCarolina,44.61097
Oct,2016,RichmondNorfolk,44.58772
Jan,2019,Cincinnati/Dayton,44.51634
Mar,2017,Nashville,44.43605
Jan,2017,Pittsburgh,44.40336
Nov,2015,NorthernNewEngland,44.31738
Sep,2016,Atlanta,44.2696
Mar,2018,GrandRapids,44.11934
Jul,2017,Charlotte,44.04165
Jun,2017,HarrisburgScranton,44.03488
Nov,2016,WestTexNewMexico,44.02356
Nov,2015,BaltimoreWashington,44.00262
Apr,2017,SouthCarolina,43.98933
Jul,2016,HartfordSpringfield,43.97372
Jan,2017,SouthCarolina,43.83835
Sep,2016,WestTexNewMexico,43.67699
Oct,2015,Houston,43.57224
Jun,2017,RaleighGreensboro,43.54091
Jun,2015,LasVegas,43.47963
Aug,2015,NorthernNewEngland,43.28046
Nov,2017,Pittsburgh,43.20638
Jun,2015,Houston,43.19989
Jan,2019,Columbus,43.09918
Feb,2015,CincinnatiDayton,43.05586
Feb,2016,Detroit,43.03166
May,2016,Roanoke,42.99462
Nov,2017,RaleighGreensboro,42.9098
Apr,2015,SanDiego,42.80346
Feb,2015,Houston,42.7255
Apr,2015,Roanoke,42.70896
Jul,2016,RichmondNorfolk,42.70134
Oct,2015,CincinnatiDayton,42.643
Oct,2017,Indianapolis,42.56527
Feb,2017,Nashville,42.56301
May,2016,HarrisburgScranton,42.5054
Mar,2018,Orlando,42.48802
Aug,2016,Nashville,42.46787
Sep,2016,Roanoke,42.43641
Apr,2019,Pittsburgh,42.39127
Apr,2019,St. Louis,42.35417
Aug,2017,BuffaloRochester,42.33797
May,2017,PhoenixTucson,42.27049
Aug,2015,LasVegas,42.22626
Nov,2017,RichmondNorfolk,42.21872
Dec,2017,Columbus,42.21515
May,2017,RichmondNorfolk,42.2097
Apr,2017,Charlotte,42.20351
Sep,2016,HartfordSpringfield,42.0821
Feb,2019,Grand Rapids,42.01826
Dec,2017,LasVegas,41.99836
Jan,2018,Indianapolis,41.96754
Jan,2016,Boston,41.78034
May,2016,NorthernNewEngland,41.75301
Dec,2017,Indianapolis,41.7436
Jun,2016,SouthCarolina,41.6973
Sep,2016,Nashville,41.61842
Aug,2016,Roanoke,41.61424
Nov,2016,NorthernNewEngland,41.56421
Jun,2015,Detroit,41.54783
Nov,2017,CincinnatiDayton,41.45162
Feb,2016,PhoenixTucson,41.42302
Apr,2016,StLouis,41.33585
Nov,2015,SanDiego,41.25821
Jan,2019,Roanoke,41.24451
Dec,2016,Philadelphia,41.23653
Jul,2015,Sacramento,41.22024
Apr,2015,LasVegas,41.21287
Jun,2016,Columbus,41.21177
Jun,2017,PhoenixTucson,41.16237
Sep,2016,RichmondNorfolk,41.14811
Oct,2016,StLouis,41.13543
Mar,2016,LasVegas,41.03993
Nov,2016,Atlanta,41.03957
Sep,2016,SouthCarolina,41.0116
Apr,2019,Cincinnati/Dayton,41.00519
Aug,2017,Charlotte,40.9939
Jan,2016,LasVegas,40.98232
Jun,2016,Roanoke,40.97558
Jun,2017,Indianapolis,40.82477
Mar,2019,Tampa,40.80889
Jan,2019,Miami/Ft. Lauderdale,40.76591
Jul,2016,Orlando,40.71379
Jan,2018,BuffaloRochester,40.6754
Jun,2015,DallasFtWorth,40.62928
Jul,2017,StLouis,40.5991
Nov,2016,Boston,40.49054
Mar,2015,WestTexNewMexico,40.45513
May,2017,Nashville,40.44099
Mar,2017,StLouis,40.41386
Apr,2017,StLouis,40.37107
Nov,2016,SanDiego,40.36924
May,2019,Detroit,40.352
May,2019,West Tex/New Mexico,40.349
Jan,2015,CincinnatiDayton,40.32132
Feb,2018,LasVegas,40.28323
Jul,2016,Roanoke,40.18596
May,2015,NorthernNewEngland,40.17171
Jun,2015,Roanoke,40.11243
May,2017,HarrisburgScranton,40.02982
May,2017,Columbus,40.01131
Feb,2017,RichmondNorfolk,39.97413
Jul,2016,Sacramento,39.89533
Sep,2017,Pittsburgh,39.85612
Nov,2016,Columbus,39.84628
Sep,2016,Columbus,39.80671
Sep,2017,Charlotte,39.79424
Feb,2019,Miami/Ft. Lauderdale,39.76366
May,2019,Hartford/Springfield,39.761
Oct,2015,BaltimoreWashington,39.75006
Feb,2015,Atlanta,39.70721
Mar,2018,Sacramento,39.68409
Jan,2018,Columbus,39.66106
Feb,2016,Boston,39.6419
Mar,2016,Nashville,39.60987
Dec,2015,Houston,39.56341
Sep,2017,WestTexNewMexico,39.50771
Aug,2017,CincinnatiDayton,39.34398
Jun,2016,RichmondNorfolk,39.21591
Jun,2016,Philadelphia,39.19345
Feb,2017,HarrisburgScranton,39.10091
Feb,2016,NorthernNewEngland,39.09795
Jan,2017,HarrisburgScranton,39.06791
Feb,2018,MiamiFtLauderdale,39.00926
Aug,2016,RichmondNorfolk,39.00795
Jul,2017,Roanoke,38.99906
Nov,2016,SouthCarolina,38.95623
Jan,2019,Indianapolis,38.95178
Oct,2017,Nashville,38.91314
Sep,2015,SanDiego,38.88601
Jun,2015,Sacramento,38.87086
Jan,2016,Sacramento,38.85204
Feb,2019,Roanoke,38.81669
Nov,2016,Roanoke,38.75017
Mar,2018,MiamiFtLauderdale,38.57802
Jan,2018,GrandRapids,38.57601
Jul,2015,BaltimoreWashington,38.55778
Mar,2018,Nashville,38.39888
May,2019,Buffalo/Rochester,38.359
Aug,2016,Charlotte,38.35704
Feb,2016,Philadelphia,38.31274
Mar,2018,Tampa,38.30613
Apr,2017,Nashville,38.29027
May,2019,South Carolina,38.29
Dec,2015,SanDiego,38.23922
Jul,2016,HarrisburgScranton,38.18047
Dec,2016,Atlanta,38.12139
Jun,2016,RaleighGreensboro,38.10377
Feb,2015,Sacramento,38.09315
May,2017,RaleighGreensboro,38.04808
Nov,2015,Boston,37.99149
Dec,2017,Sacramento,37.92199
Jan,2015,Houston,37.87787
May,2019,Atlanta,37.829
May,2016,BuffaloRochester,37.70647
Dec,2016,NorthernNewEngland,37.68652
Aug,2015,Atlanta,37.64002
Aug,2015,Nashville,37.59627
Mar,2017,HarrisburgScranton,37.56802
Nov,2017,BuffaloRochester,37.44925
Aug,2015,Sacramento,37.42018
Oct,2017,Sacramento,37.22951
Nov,2015,PhoenixTucson,37.21423
Mar,2015,LasVegas,37.13002
Mar,2015,Detroit,37.07019
May,2016,RaleighGreensboro,37.04385
Feb,2017,RaleighGreensboro,36.91484
Feb,2018,Orlando,36.81087
Apr,2016,Roanoke,36.69742
Aug,2016,PhoenixTucson,36.5797
Mar,2017,Pittsburgh,36.57408
Feb,2016,LasVegas,36.5515
Aug,2016,Boston,36.50822
Apr,2016,RichmondNorfolk,36.47432
Jan,2018,LasVegas,36.34095
Jan,2016,HarrisburgScranton,36.23829
Aug,2017,Pittsburgh,36.23763
Mar,2016,StLouis,36.05025
Apr,2015,Sacramento,36.02197
Apr,2016,HarrisburgScranton,36.00234
Nov,2016,RichmondNorfolk,35.97141
Jul,2016,Charlotte,35.62255
May,2016,Columbus,35.57618
Apr,2016,HartfordSpringfield,35.57348
May,2019,Las Vegas,35.55
Feb,2017,Charlotte,35.48204
Jul,2015,WestTexNewMexico,35.34818
Nov,2017,Charlotte,35.2715
Aug,2015,Roanoke,35.24026
Sep,2017,Nashville,35.22938
Sep,2016,Charlotte,35.22816
Jun,2017,StLouis,35.19516
Dec,2017,StLouis,35.17875
Jan,2017,RichmondNorfolk,35.13091
Oct,2015,PhoenixTucson,35.0846
Feb,2018,Indianapolis,34.97567
Feb,2019,Columbus,34.90166
Aug,2016,NorthernNewEngland,34.89701
May,2017,LasVegas,34.86528
Aug,2016,LasVegas,34.85242
Jun,2017,Roanoke,34.84801
Jul,2015,NorthernNewEngland,34.81946
Jan,2017,Atlanta,34.69416
Dec,2015,NorthernNewEngland,34.69117
Jan,2018,Roanoke,34.67065
May,2019,St. Louis,34.658
Feb,2018,Roanoke,34.63207
Apr,2016,Atlanta,34.62559
Mar,2019,Spokane,34.56548
Aug,2016,StLouis,34.56453
Feb,2018,Sacramento,34.51289
Sep,2015,Detroit,34.4627
Sep,2017,Columbus,34.46105
Jun,2017,Charlotte,34.43354
Feb,2019,Indianapolis,34.41641
Aug,2017,Indianapolis,34.32718
Jan,2017,Columbus,34.31939
Nov,2016,PhoenixTucson,34.29775
Aug,2017,LasVegas,34.29252
Nov,2015,Detroit,34.29191
Mar,2019,Syracuse,34.09813
Dec,2017,MiamiFtLauderdale,34.09626
Aug,2016,Columbus,34.08917
Nov,2015,WestTexNewMexico,33.96279
Feb,2019,Cincinnati/Dayton,33.91482
Sep,2017,BuffaloRochester,33.89857
Sep,2017,Indianapolis,33.82134
Mar,2015,NorthernNewEngland,33.81468
Nov,2016,StLouis,33.81252
Dec,2017,GrandRapids,33.78219
Sep,2017,GrandRapids,33.71618
Sep,2016,HarrisburgScranton,33.63711
May,2019,Sacramento,33.627
Oct,2015,NorthernNewEngland,33.53896
Nov,2016,Philadelphia,33.53791
Feb,2018,Tampa,33.50975
Mar,2019,Indianapolis,33.47329
Mar,2016,HarrisburgScranton,33.42154
Apr,2016,Sacramento,33.29783
Jun,2015,NorthernNewEngland,33.26898
Feb,2018,NewOrleansMobile,33.1743
Aug,2016,Philadelphia,33.16484
Apr,2016,Columbus,33.08871
Jun,2016,NorthernNewEngland,33.02485
Jan,2018,Sacramento,33.01661
Apr,2015,Detroit,32.9849
Aug,2015,RaleighGreensboro,32.97233
Apr,2016,SouthCarolina,32.96606
May,2017,Roanoke,32.82448
Sep,2017,Sacramento,32.78438
Dec,2015,Boston,32.7759
Oct,2017,StLouis,32.77411
Jun,2016,Sacramento,32.76717
Oct,2015,SanDiego,32.70297
May,2017,SouthCarolina,32.69083
Mar,2018,Roanoke,32.67773
Nov,2016,Charlotte,32.65007
May,2017,Charlotte,32.62853
Jan,2019,Syracuse,32.56799
Feb,2015,WestTexNewMexico,32.51215
Feb,2016,StLouis,32.51153
Jan,2018,StLouis,32.47221
Dec,2017,Roanoke,32.46932
Mar,2016,Sacramento,32.40741
Mar,2017,RaleighGreensboro,32.25892
Jul,2015,Roanoke,32.23851
Jan,2017,Orlando,32.23707
Oct,2017,LasVegas,32.20554
Jul,2015,PhoenixTucson,32.15237
Jan,2017,Tampa,32.14323
Dec,2016,HartfordSpringfield,32.10947
Oct,2017,Syracuse,32.07622
Feb,2018,GrandRapids,31.95405
May,2015,Nashville,31.92548
Apr,2017,Sacramento,31.89802
Jul,2015,Nashville,31.80859
Jul,2017,GrandRapids,31.75775
Sep,2017,Roanoke,31.70326
Feb,2019,Tampa,31.67416
Jul,2016,StLouis,31.67019
Feb,2017,StLouis,31.62733
Jan,2016,Atlanta,31.58006
Feb,2018,Columbus,31.57186
Dec,2015,CincinnatiDayton,31.55689
Oct,2017,Orlando,31.50872
Dec,2017,Nashville,31.41788
Nov,2017,Columbus,31.37843
Oct,2015,Boston,31.34212
Oct,2016,PhoenixTucson,31.30569
